# Player;Stats
520   Matías Pérez Total matches : 1;32 (https://www.fotmob.com/en-GB/players/1766079/matias-perez)
521   Seydou Fini Total matches : 1;31 (https://www.fotmob.com/en-GB/players/1445163/seydou-fini)
522   Louis Buffon Total matches : 4;29 (https://www.fotmob.com/en-GB/players/1717609/louis-buffon)
523   Dachi Lordkipanidze Total matches : 1;28 (https://www.fotmob.com/en-GB/players/1668225/dachi-lordkipanidze)
524   Olaf Gorter Total matches : 2;27 (https://www.fotmob.com/en-GB/players/1414124/olaf-gorter)
525   Christian Kouamé Total matches : 2;25 (https://www.fotmob.com/en-GB/players/776940/christian-kouame)
525   Tariq Lamptey Total matches : 2;25 (https://www.fotmob.com/en-GB/players/955139/tariq-lamptey)
527   Abdelhamid Sabiri Total matches : 1;25 (https://www.fotmob.com/en-GB/players/769644/abdelhamid-sabiri)
527   Samuel Chukwueze Total matches : 1;25 (https://www.fotmob.com/en-GB/players/688300/samuel-chukwueze)
529   Balthazar Pierret Total matches : 3;24 (https://www.fotmob.com/en-GB/players/1125446/balthazar-pierret)
530   Antonio Arena Total matches : 2;21 (https://www.fotmob.com/en-GB/players/1726757/antonio-arena)
531   Ali Dembélé Total matches : 2;19 (https://www.fotmob.com/en-GB/players/1429871/ali-dembele)
532   Isaac Aguiar Total matches : 1;19 (https://www.fotmob.com/en-GB/players/1459741/isaac-aguiar)
533   Gaby Jean Total matches : 2;17 (https://www.fotmob.com/en-GB/players/1388474/gaby-jean)
533   Jean Onana Total matches : 2;17 (https://www.fotmob.com/en-GB/players/1027740/jean-onana)
533   Nicolás González Total matches : 2;17 (https://www.fotmob.com/en-GB/players/841672/nicolas-gonzalez)
536   Paul Mendy Total matches : 1;17 (https://www.fotmob.com/en-GB/players/1902196/paul-mendy)
537   Edoardo Goldaniga Total matches : 2;14 (https://www.fotmob.com/en-GB/players/362121/edoardo-goldaniga)
537   Manuel De Luca Total matches : 2;14 (https://www.fotmob.com/en-GB/players/793048/manuel-de-luca)
539   Agustín Albarracín Total matches : 1;14 (https://www.fotmob.com/en-GB/players/1473706/agustin-albarracin)
540   Tomás Esteves Total matches : 1;13 (https://www.fotmob.com/en-GB/players/1077237/tomas-esteves)
541   Arkadiusz Milik Total matches : 1;11 (https://www.fotmob.com/en-GB/players/277460/arkadiusz-milik)
542   Andrea Ghion Total matches : 1;9 (https://www.fotmob.com/en-GB/players/1055183/andrea-ghion)
542   Laurs Skjellerup Total matches : 1;9 (https://www.fotmob.com/en-GB/players/1163273/laurs-skjellerup)
544   Ioan Vermesan Total matches : 1;8 (https://www.fotmob.com/en-GB/players/1775258/ioan-vermesan)
545   Matteo Lavelli Total matches : 1;7 (https://www.fotmob.com/en-GB/players/1682320/matteo-lavelli)
546   Alessando Romano Total matches : 2;6 (https://www.fotmob.com/en-GB/players/1705649/alessando-romano)
547   Othniël Raterink Total matches : 1;6 (https://www.fotmob.com/en-GB/players/1444577/othniel-raterink)
548   David Odogu Total matches : 2;5 (https://www.fotmob.com/en-GB/players/1469996/david-odogu)
548   Yellu Santiago Total matches : 2;5 (https://www.fotmob.com/en-GB/players/1358337/yellu-santiago)
550   Cheveyo Mul-Balentien Total matches : 2;4 (https://www.fotmob.com/en-GB/players/1794177/cheveyo-mul-balentien)
550   Franco Carboni Total matches : 2;4 (https://www.fotmob.com/en-GB/players/1199360/franco-carboni)
552   Andréa Le Borgne Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1790181/andrea-le-borgne)
552   Cas Odenthal Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1079501/cas-odenthal)
552   Joi Xheto Nuredini Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1729334/joi-xheto-nuredini)
552   Junior Ajayi Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1646353/junior-ajayi)
552   Nils Zätterström Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1612523/nils-zatterstrom)
552   Pedro Felipe Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1644302/pedro-felipe)
552   Tjas Begic Total matches : 1;1 (https://www.fotmob.com/en-GB/players/1172405/tjas-begic)
